task_id,base_task_id,family,source_benchmark,regime,seed,target_id,user_goal,policy_obligation,terminal_equivalence_hash
tau_airline_030:ADV_EFFECT:s13,tau_airline_030,tau_airline,tau-bench-airline,ADV_EFFECT,13,tau-030,Handle the airline name_typo_edit for reservation tau-030.,confirm_target_before_write,544d2f1eeadf6e73
tau_airline_030:ADV_EFFECT:s47,tau_airline_030,tau_airline,tau-bench-airline,ADV_EFFECT,47,tau-030,Handle the airline name_typo_edit for reservation tau-030.,confirm_target_before_write,544d2f1eeadf6e73
tau_airline_031:FULL:s13,tau_airline_031,tau_airline,tau-bench-airline,FULL,13,tau-031,Handle the airline rebooking for reservation tau-031.,least_effect_success,e92e5c8350773199
tau_airline_031:FULL:s47,tau_airline_031,tau_airline,tau-bench-airline,FULL,47,tau-031,Handle the airline rebooking for reservation tau-031.,least_effect_success,e92e5c8350773199
tau_airline_031:CONCAT:s13,tau_airline_031,tau_airline,tau-bench-airline,CONCAT,13,tau-031,Handle the airline rebooking for reservation tau-031.,least_effect_success,e92e5c8350773199
tau_airline_031:CONCAT:s47,tau_airline_031,tau_airline,tau-bench-airline,CONCAT,47,tau-031,Handle the airline rebooking for reservation tau-031.,least_effect_success,e92e5c8350773199
tau_airline_031:SHARDED:s13,tau_airline_031,tau_airline,tau-bench-airline,SHARDED,13,tau-031,Handle the airline rebooking for reservation tau-031.,least_effect_success,e92e5c8350773199
tau_airline_031:SHARDED:s47,tau_airline_031,tau_airline,tau-bench-airline,SHARDED,47,tau-031,Handle the airline rebooking for reservation tau-031.,least_effect_success,e92e5c8350773199
tau_airline_031:SNOWBALL:s13,tau_airline_031,tau_airline,tau-bench-airline,SNOWBALL,13,tau-031,Handle the airline rebooking for reservation tau-031.,least_effect_success,e92e5c8350773199
tau_airline_031:SNOWBALL:s47,tau_airline_031,tau_airline,tau-bench-airline,SNOWBALL,47,tau-031,Handle the airline rebooking for reservation tau-031.,least_effect_success,e92e5c8350773199
tau_airline_031:REVISE:s13,tau_airline_031,tau_airline,tau-bench-airline,REVISE,13,tau-031,Handle the airline rebooking for reservation tau-031.,least_effect_success,e92e5c8350773199
tau_airline_031:REVISE:s47,tau_airline_031,tau_airline,tau-bench-airline,REVISE,47,tau-031,Handle the airline rebooking for reservation tau-031.,least_effect_success,e92e5c8350773199
tau_airline_031:MEMORY_REVISE:s13,tau_airline_031,tau_airline,tau-bench-airline,MEMORY_REVISE,13,tau-031,Handle the airline rebooking for reservation tau-031.,least_effect_success,e92e5c8350773199
tau_airline_031:MEMORY_REVISE:s47,tau_airline_031,tau_airline,tau-bench-airline,MEMORY_REVISE,47,tau-031,Handle the airline rebooking for reservation tau-031.,least_effect_success,e92e5c8350773199
tau_airline_031:ADV_EFFECT:s13,tau_airline_031,tau_airline,tau-bench-airline,ADV_EFFECT,13,tau-031,Handle the airline rebooking for reservation tau-031.,least_effect_success,e92e5c8350773199
tau_airline_031:ADV_EFFECT:s47,tau_airline_031,tau_airline,tau-bench-airline,ADV_EFFECT,47,tau-031,Handle the airline rebooking for reservation tau-031.,least_effect_success,e92e5c8350773199
telecom_000:FULL:s13,telecom_000,telecom,tau2-bench-telecom,FULL,13,tel-000,Handle the telecom outage for account tel-000.,least_effect_success,0e807df1c1c772d9
telecom_000:FULL:s47,telecom_000,telecom,tau2-bench-telecom,FULL,47,tel-000,Handle the telecom outage for account tel-000.,least_effect_success,0e807df1c1c772d9
telecom_000:CONCAT:s13,telecom_000,telecom,tau2-bench-telecom,CONCAT,13,tel-000,Handle the telecom outage for account tel-000.,least_effect_success,0e807df1c1c772d9
telecom_000:CONCAT:s47,telecom_000,telecom,tau2-bench-telecom,CONCAT,47,tel-000,Handle the telecom outage for account tel-000.,least_effect_success,0e807df1c1c772d9
telecom_000:SHARDED:s13,telecom_000,telecom,tau2-bench-telecom,SHARDED,13,tel-000,Handle the telecom outage for account tel-000.,least_effect_success,0e807df1c1c772d9
telecom_000:SHARDED:s47,telecom_000,telecom,tau2-bench-telecom,SHARDED,47,tel-000,Handle the telecom outage for account tel-000.,least_effect_success,0e807df1c1c772d9
telecom_000:SNOWBALL:s13,telecom_000,telecom,tau2-bench-telecom,SNOWBALL,13,tel-000,Handle the telecom outage for account tel-000.,least_effect_success,0e807df1c1c772d9
telecom_000:SNOWBALL:s47,telecom_000,telecom,tau2-bench-telecom,SNOWBALL,47,tel-000,Handle the telecom outage for account tel-000.,least_effect_success,0e807df1c1c772d9
telecom_000:REVISE:s13,telecom_000,telecom,tau2-bench-telecom,REVISE,13,tel-000,Handle the telecom outage for account tel-000.,least_effect_success,0e807df1c1c772d9
telecom_000:REVISE:s47,telecom_000,telecom,tau2-bench-telecom,REVISE,47,tel-000,Handle the telecom outage for account tel-000.,least_effect_success,0e807df1c1c772d9
telecom_000:MEMORY_REVISE:s13,telecom_000,telecom,tau2-bench-telecom,MEMORY_REVISE,13,tel-000,Handle the telecom outage for account tel-000.,least_effect_success,0e807df1c1c772d9
telecom_000:MEMORY_REVISE:s47,telecom_000,telecom,tau2-bench-telecom,MEMORY_REVISE,47,tel-000,Handle the telecom outage for account tel-000.,least_effect_success,0e807df1c1c772d9
telecom_000:ADV_EFFECT:s13,telecom_000,telecom,tau2-bench-telecom,ADV_EFFECT,13,tel-000,Handle the telecom outage for account tel-000.,least_effect_success,0e807df1c1c772d9
telecom_000:ADV_EFFECT:s47,telecom_000,telecom,tau2-bench-telecom,ADV_EFFECT,47,tel-000,Handle the telecom outage for account tel-000.,least_effect_success,0e807df1c1c772d9
telecom_001:FULL:s13,telecom_001,telecom,tau2-bench-telecom,FULL,13,tel-001,Handle the telecom reset for account tel-001.,least_effect_success,6a91e9e59c65cc3e
telecom_001:FULL:s47,telecom_001,telecom,tau2-bench-telecom,FULL,47,tel-001,Handle the telecom reset for account tel-001.,least_effect_success,6a91e9e59c65cc3e
telecom_001:CONCAT:s13,telecom_001,telecom,tau2-bench-telecom,CONCAT,13,tel-001,Handle the telecom reset for account tel-001.,least_effect_success,6a91e9e59c65cc3e
telecom_001:CONCAT:s47,telecom_001,telecom,tau2-bench-telecom,CONCAT,47,tel-001,Handle the telecom reset for account tel-001.,least_effect_success,6a91e9e59c65cc3e
telecom_001:SHARDED:s13,telecom_001,telecom,tau2-bench-telecom,SHARDED,13,tel-001,Handle the telecom reset for account tel-001.,least_effect_success,6a91e9e59c65cc3e
telecom_001:SHARDED:s47,telecom_001,telecom,tau2-bench-telecom,SHARDED,47,tel-001,Handle the telecom reset for account tel-001.,least_effect_success,6a91e9e59c65cc3e
telecom_001:SNOWBALL:s13,telecom_001,telecom,tau2-bench-telecom,SNOWBALL,13,tel-001,Handle the telecom reset for account tel-001.,least_effect_success,6a91e9e59c65cc3e
telecom_001:SNOWBALL:s47,telecom_001,telecom,tau2-bench-telecom,SNOWBALL,47,tel-001,Handle the telecom reset for account tel-001.,least_effect_success,6a91e9e59c65cc3e
telecom_001:REVISE:s13,telecom_001,telecom,tau2-bench-telecom,REVISE,13,tel-001,Handle the telecom reset for account tel-001.,least_effect_success,6a91e9e59c65cc3e
telecom_001:REVISE:s47,telecom_001,telecom,tau2-bench-telecom,REVISE,47,tel-001,Handle the telecom reset for account tel-001.,least_effect_success,6a91e9e59c65cc3e
telecom_001:MEMORY_REVISE:s13,telecom_001,telecom,tau2-bench-telecom,MEMORY_REVISE,13,tel-001,Handle the telecom reset for account tel-001.,least_effect_success,6a91e9e59c65cc3e
telecom_001:MEMORY_REVISE:s47,telecom_001,telecom,tau2-bench-telecom,MEMORY_REVISE,47,tel-001,Handle the telecom reset for account tel-001.,least_effect_success,6a91e9e59c65cc3e
telecom_001:ADV_EFFECT:s13,telecom_001,telecom,tau2-bench-telecom,ADV_EFFECT,13,tel-001,Handle the telecom reset for account tel-001.,least_effect_success,6a91e9e59c65cc3e
telecom_001:ADV_EFFECT:s47,telecom_001,telecom,tau2-bench-telecom,ADV_EFFECT,47,tel-001,Handle the telecom reset for account tel-001.,least_effect_success,6a91e9e59c65cc3e
telecom_002:FULL:s13,telecom_002,telecom,tau2-bench-telecom,FULL,13,tel-002,Handle the telecom service_interruption for account tel-002.,least_effect_success,9444d94a0c066351
telecom_002:FULL:s47,telecom_002,telecom,tau2-bench-telecom,FULL,47,tel-002,Handle the telecom service_interruption for account tel-002.,least_effect_success,9444d94a0c066351
telecom_002:CONCAT:s13,telecom_002,telecom,tau2-bench-telecom,CONCAT,13,tel-002,Handle the telecom service_interruption for account tel-002.,least_effect_success,9444d94a0c066351
telecom_002:CONCAT:s47,telecom_002,telecom,tau2-bench-telecom,CONCAT,47,tel-002,Handle the telecom service_interruption for account tel-002.,least_effect_success,9444d94a0c066351
telecom_002:SHARDED:s13,telecom_002,telecom,tau2-bench-telecom,SHARDED,13,tel-002,Handle the telecom service_interruption for account tel-002.,least_effect_success,9444d94a0c066351
telecom_002:SHARDED:s47,telecom_002,telecom,tau2-bench-telecom,SHARDED,47,tel-002,Handle the telecom service_interruption for account tel-002.,least_effect_success,9444d94a0c066351
telecom_002:SNOWBALL:s13,telecom_002,telecom,tau2-bench-telecom,SNOWBALL,13,tel-002,Handle the telecom service_interruption for account tel-002.,least_effect_success,9444d94a0c066351
telecom_002:SNOWBALL:s47,telecom_002,telecom,tau2-bench-telecom,SNOWBALL,47,tel-002,Handle the telecom service_interruption for account tel-002.,least_effect_success,9444d94a0c066351
telecom_002:REVISE:s13,telecom_002,telecom,tau2-bench-telecom,REVISE,13,tel-002,Handle the telecom service_interruption for account tel-002.,least_effect_success,9444d94a0c066351
telecom_002:REVISE:s47,telecom_002,telecom,tau2-bench-telecom,REVISE,47,tel-002,Handle the telecom service_interruption for account tel-002.,least_effect_success,9444d94a0c066351
telecom_002:MEMORY_REVISE:s13,telecom_002,telecom,tau2-bench-telecom,MEMORY_REVISE,13,tel-002,Handle the telecom service_interruption for account tel-002.,least_effect_success,9444d94a0c066351
telecom_002:MEMORY_REVISE:s47,telecom_002,telecom,tau2-bench-telecom,MEMORY_REVISE,47,tel-002,Handle the telecom service_interruption for account tel-002.,least_effect_success,9444d94a0c066351
telecom_002:ADV_EFFECT:s13,telecom_002,telecom,tau2-bench-telecom,ADV_EFFECT,13,tel-002,Handle the telecom service_interruption for account tel-002.,least_effect_success,9444d94a0c066351
telecom_002:ADV_EFFECT:s47,telecom_002,telecom,tau2-bench-telecom,ADV_EFFECT,47,tel-002,Handle the telecom service_interruption for account tel-002.,least_effect_success,9444d94a0c066351
telecom_003:FULL:s13,telecom_003,telecom,tau2-bench-telecom,FULL,13,tel-003,Handle the telecom ticketing for account tel-003.,least_effect_success,c0a3597f01229ecf
telecom_003:FULL:s47,telecom_003,telecom,tau2-bench-telecom,FULL,47,tel-003,Handle the telecom ticketing for account tel-003.,least_effect_success,c0a3597f01229ecf
telecom_003:CONCAT:s13,telecom_003,telecom,tau2-bench-telecom,CONCAT,13,tel-003,Handle the telecom ticketing for account tel-003.,least_effect_success,c0a3597f01229ecf
telecom_003:CONCAT:s47,telecom_003,telecom,tau2-bench-telecom,CONCAT,47,tel-003,Handle the telecom ticketing for account tel-003.,least_effect_success,c0a3597f01229ecf
telecom_003:SHARDED:s13,telecom_003,telecom,tau2-bench-telecom,SHARDED,13,tel-003,Handle the telecom ticketing for account tel-003.,least_effect_success,c0a3597f01229ecf
telecom_003:SHARDED:s47,telecom_003,telecom,tau2-bench-telecom,SHARDED,47,tel-003,Handle the telecom ticketing for account tel-003.,least_effect_success,c0a3597f01229ecf
telecom_003:SNOWBALL:s13,telecom_003,telecom,tau2-bench-telecom,SNOWBALL,13,tel-003,Handle the telecom ticketing for account tel-003.,least_effect_success,c0a3597f01229ecf
telecom_003:SNOWBALL:s47,telecom_003,telecom,tau2-bench-telecom,SNOWBALL,47,tel-003,Handle the telecom ticketing for account tel-003.,least_effect_success,c0a3597f01229ecf
telecom_003:REVISE:s13,telecom_003,telecom,tau2-bench-telecom,REVISE,13,tel-003,Handle the telecom ticketing for account tel-003.,least_effect_success,c0a3597f01229ecf
telecom_003:REVISE:s47,telecom_003,telecom,tau2-bench-telecom,REVISE,47,tel-003,Handle the telecom ticketing for account tel-003.,least_effect_success,c0a3597f01229ecf
telecom_003:MEMORY_REVISE:s13,telecom_003,telecom,tau2-bench-telecom,MEMORY_REVISE,13,tel-003,Handle the telecom ticketing for account tel-003.,least_effect_success,c0a3597f01229ecf
telecom_003:MEMORY_REVISE:s47,telecom_003,telecom,tau2-bench-telecom,MEMORY_REVISE,47,tel-003,Handle the telecom ticketing for account tel-003.,least_effect_success,c0a3597f01229ecf
telecom_003:ADV_EFFECT:s13,telecom_003,telecom,tau2-bench-telecom,ADV_EFFECT,13,tel-003,Handle the telecom ticketing for account tel-003.,least_effect_success,c0a3597f01229ecf
telecom_003:ADV_EFFECT:s47,telecom_003,telecom,tau2-bench-telecom,ADV_EFFECT,47,tel-003,Handle the telecom ticketing for account tel-003.,least_effect_success,c0a3597f01229ecf
telecom_004:FULL:s13,telecom_004,telecom,tau2-bench-telecom,FULL,13,tel-004,Handle the telecom shared_agent_confirmation for account tel-004.,confirm_target_before_write,42b60f4bfea9cec1
telecom_004:FULL:s47,telecom_004,telecom,tau2-bench-telecom,FULL,47,tel-004,Handle the telecom shared_agent_confirmation for account tel-004.,confirm_target_before_write,42b60f4bfea9cec1
telecom_004:CONCAT:s13,telecom_004,telecom,tau2-bench-telecom,CONCAT,13,tel-004,Handle the telecom shared_agent_confirmation for account tel-004.,confirm_target_before_write,42b60f4bfea9cec1
telecom_004:CONCAT:s47,telecom_004,telecom,tau2-bench-telecom,CONCAT,47,tel-004,Handle the telecom shared_agent_confirmation for account tel-004.,confirm_target_before_write,42b60f4bfea9cec1
telecom_004:SHARDED:s13,telecom_004,telecom,tau2-bench-telecom,SHARDED,13,tel-004,Handle the telecom shared_agent_confirmation for account tel-004.,confirm_target_before_write,42b60f4bfea9cec1
telecom_004:SHARDED:s47,telecom_004,telecom,tau2-bench-telecom,SHARDED,47,tel-004,Handle the telecom shared_agent_confirmation for account tel-004.,confirm_target_before_write,42b60f4bfea9cec1
telecom_004:SNOWBALL:s13,telecom_004,telecom,tau2-bench-telecom,SNOWBALL,13,tel-004,Handle the telecom shared_agent_confirmation for account tel-004.,confirm_target_before_write,42b60f4bfea9cec1
telecom_004:SNOWBALL:s47,telecom_004,telecom,tau2-bench-telecom,SNOWBALL,47,tel-004,Handle the telecom shared_agent_confirmation for account tel-004.,confirm_target_before_write,42b60f4bfea9cec1
telecom_004:REVISE:s13,telecom_004,telecom,tau2-bench-telecom,REVISE,13,tel-004,Handle the telecom shared_agent_confirmation for account tel-004.,confirm_target_before_write,42b60f4bfea9cec1
telecom_004:REVISE:s47,telecom_004,telecom,tau2-bench-telecom,REVISE,47,tel-004,Handle the telecom shared_agent_confirmation for account tel-004.,confirm_target_before_write,42b60f4bfea9cec1
telecom_004:MEMORY_REVISE:s13,telecom_004,telecom,tau2-bench-telecom,MEMORY_REVISE,13,tel-004,Handle the telecom shared_agent_confirmation for account tel-004.,confirm_target_before_write,42b60f4bfea9cec1
telecom_004:MEMORY_REVISE:s47,telecom_004,telecom,tau2-bench-telecom,MEMORY_REVISE,47,tel-004,Handle the telecom shared_agent_confirmation for account tel-004.,confirm_target_before_write,42b60f4bfea9cec1
telecom_004:ADV_EFFECT:s13,telecom_004,telecom,tau2-bench-telecom,ADV_EFFECT,13,tel-004,Handle the telecom shared_agent_confirmation for account tel-004.,confirm_target_before_write,42b60f4bfea9cec1
telecom_004:ADV_EFFECT:s47,telecom_004,telecom,tau2-bench-telecom,ADV_EFFECT,47,tel-004,Handle the telecom shared_agent_confirmation for account tel-004.,confirm_target_before_write,42b60f4bfea9cec1
telecom_005:FULL:s13,telecom_005,telecom,tau2-bench-telecom,FULL,13,tel-005,Handle the telecom outage for account tel-005.,least_effect_success,4eb5cc49983b2524
telecom_005:FULL:s47,telecom_005,telecom,tau2-bench-telecom,FULL,47,tel-005,Handle the telecom outage for account tel-005.,least_effect_success,4eb5cc49983b2524
telecom_005:CONCAT:s13,telecom_005,telecom,tau2-bench-telecom,CONCAT,13,tel-005,Handle the telecom outage for account tel-005.,least_effect_success,4eb5cc49983b2524
telecom_005:CONCAT:s47,telecom_005,telecom,tau2-bench-telecom,CONCAT,47,tel-005,Handle the telecom outage for account tel-005.,least_effect_success,4eb5cc49983b2524
telecom_005:SHARDED:s13,telecom_005,telecom,tau2-bench-telecom,SHARDED,13,tel-005,Handle the telecom outage for account tel-005.,least_effect_success,4eb5cc49983b2524
telecom_005:SHARDED:s47,telecom_005,telecom,tau2-bench-telecom,SHARDED,47,tel-005,Handle the telecom outage for account tel-005.,least_effect_success,4eb5cc49983b2524
telecom_005:SNOWBALL:s13,telecom_005,telecom,tau2-bench-telecom,SNOWBALL,13,tel-005,Handle the telecom outage for account tel-005.,least_effect_success,4eb5cc49983b2524
telecom_005:SNOWBALL:s47,telecom_005,telecom,tau2-bench-telecom,SNOWBALL,47,tel-005,Handle the telecom outage for account tel-005.,least_effect_success,4eb5cc49983b2524
telecom_005:REVISE:s13,telecom_005,telecom,tau2-bench-telecom,REVISE,13,tel-005,Handle the telecom outage for account tel-005.,least_effect_success,4eb5cc49983b2524
telecom_005:REVISE:s47,telecom_005,telecom,tau2-bench-telecom,REVISE,47,tel-005,Handle the telecom outage for account tel-005.,least_effect_success,4eb5cc49983b2524
telecom_005:MEMORY_REVISE:s13,telecom_005,telecom,tau2-bench-telecom,MEMORY_REVISE,13,tel-005,Handle the telecom outage for account tel-005.,least_effect_success,4eb5cc49983b2524
telecom_005:MEMORY_REVISE:s47,telecom_005,telecom,tau2-bench-telecom,MEMORY_REVISE,47,tel-005,Handle the telecom outage for account tel-005.,least_effect_success,4eb5cc49983b2524
telecom_005:ADV_EFFECT:s13,telecom_005,telecom,tau2-bench-telecom,ADV_EFFECT,13,tel-005,Handle the telecom outage for account tel-005.,least_effect_success,4eb5cc49983b2524
telecom_005:ADV_EFFECT:s47,telecom_005,telecom,tau2-bench-telecom,ADV_EFFECT,47,tel-005,Handle the telecom outage for account tel-005.,least_effect_success,4eb5cc49983b2524
telecom_006:FULL:s13,telecom_006,telecom,tau2-bench-telecom,FULL,13,tel-006,Handle the telecom reset for account tel-006.,least_effect_success,9172855e56cc96a3
telecom_006:FULL:s47,telecom_006,telecom,tau2-bench-telecom,FULL,47,tel-006,Handle the telecom reset for account tel-006.,least_effect_success,9172855e56cc96a3
telecom_006:CONCAT:s13,telecom_006,telecom,tau2-bench-telecom,CONCAT,13,tel-006,Handle the telecom reset for account tel-006.,least_effect_success,9172855e56cc96a3
telecom_006:CONCAT:s47,telecom_006,telecom,tau2-bench-telecom,CONCAT,47,tel-006,Handle the telecom reset for account tel-006.,least_effect_success,9172855e56cc96a3
telecom_006:SHARDED:s13,telecom_006,telecom,tau2-bench-telecom,SHARDED,13,tel-006,Handle the telecom reset for account tel-006.,least_effect_success,9172855e56cc96a3
telecom_006:SHARDED:s47,telecom_006,telecom,tau2-bench-telecom,SHARDED,47,tel-006,Handle the telecom reset for account tel-006.,least_effect_success,9172855e56cc96a3
telecom_006:SNOWBALL:s13,telecom_006,telecom,tau2-bench-telecom,SNOWBALL,13,tel-006,Handle the telecom reset for account tel-006.,least_effect_success,9172855e56cc96a3
telecom_006:SNOWBALL:s47,telecom_006,telecom,tau2-bench-telecom,SNOWBALL,47,tel-006,Handle the telecom reset for account tel-006.,least_effect_success,9172855e56cc96a3
telecom_006:REVISE:s13,telecom_006,telecom,tau2-bench-telecom,REVISE,13,tel-006,Handle the telecom reset for account tel-006.,least_effect_success,9172855e56cc96a3
telecom_006:REVISE:s47,telecom_006,telecom,tau2-bench-telecom,REVISE,47,tel-006,Handle the telecom reset for account tel-006.,least_effect_success,9172855e56cc96a3
telecom_006:MEMORY_REVISE:s13,telecom_006,telecom,tau2-bench-telecom,MEMORY_REVISE,13,tel-006,Handle the telecom reset for account tel-006.,least_effect_success,9172855e56cc96a3
telecom_006:MEMORY_REVISE:s47,telecom_006,telecom,tau2-bench-telecom,MEMORY_REVISE,47,tel-006,Handle the telecom reset for account tel-006.,least_effect_success,9172855e56cc96a3
telecom_006:ADV_EFFECT:s13,telecom_006,telecom,tau2-bench-telecom,ADV_EFFECT,13,tel-006,Handle the telecom reset for account tel-006.,least_effect_success,9172855e56cc96a3
telecom_006:ADV_EFFECT:s47,telecom_006,telecom,tau2-bench-telecom,ADV_EFFECT,47,tel-006,Handle the telecom reset for account tel-006.,least_effect_success,9172855e56cc96a3
telecom_007:FULL:s13,telecom_007,telecom,tau2-bench-telecom,FULL,13,tel-007,Handle the telecom service_interruption for account tel-007.,least_effect_success,4d9ed2fa28149163
telecom_007:FULL:s47,telecom_007,telecom,tau2-bench-telecom,FULL,47,tel-007,Handle the telecom service_interruption for account tel-007.,least_effect_success,4d9ed2fa28149163
telecom_007:CONCAT:s13,telecom_007,telecom,tau2-bench-telecom,CONCAT,13,tel-007,Handle the telecom service_interruption for account tel-007.,least_effect_success,4d9ed2fa28149163
telecom_007:CONCAT:s47,telecom_007,telecom,tau2-bench-telecom,CONCAT,47,tel-007,Handle the telecom service_interruption for account tel-007.,least_effect_success,4d9ed2fa28149163
telecom_007:SHARDED:s13,telecom_007,telecom,tau2-bench-telecom,SHARDED,13,tel-007,Handle the telecom service_interruption for account tel-007.,least_effect_success,4d9ed2fa28149163
telecom_007:SHARDED:s47,telecom_007,telecom,tau2-bench-telecom,SHARDED,47,tel-007,Handle the telecom service_interruption for account tel-007.,least_effect_success,4d9ed2fa28149163
telecom_007:SNOWBALL:s13,telecom_007,telecom,tau2-bench-telecom,SNOWBALL,13,tel-007,Handle the telecom service_interruption for account tel-007.,least_effect_success,4d9ed2fa28149163
telecom_007:SNOWBALL:s47,telecom_007,telecom,tau2-bench-telecom,SNOWBALL,47,tel-007,Handle the telecom service_interruption for account tel-007.,least_effect_success,4d9ed2fa28149163
telecom_007:REVISE:s13,telecom_007,telecom,tau2-bench-telecom,REVISE,13,tel-007,Handle the telecom service_interruption for account tel-007.,least_effect_success,4d9ed2fa28149163
telecom_007:REVISE:s47,telecom_007,telecom,tau2-bench-telecom,REVISE,47,tel-007,Handle the telecom service_interruption for account tel-007.,least_effect_success,4d9ed2fa28149163
telecom_007:MEMORY_REVISE:s13,telecom_007,telecom,tau2-bench-telecom,MEMORY_REVISE,13,tel-007,Handle the telecom service_interruption for account tel-007.,least_effect_success,4d9ed2fa28149163
telecom_007:MEMORY_REVISE:s47,telecom_007,telecom,tau2-bench-telecom,MEMORY_REVISE,47,tel-007,Handle the telecom service_interruption for account tel-007.,least_effect_success,4d9ed2fa28149163
telecom_007:ADV_EFFECT:s13,telecom_007,telecom,tau2-bench-telecom,ADV_EFFECT,13,tel-007,Handle the telecom service_interruption for account tel-007.,least_effect_success,4d9ed2fa28149163
telecom_007:ADV_EFFECT:s47,telecom_007,telecom,tau2-bench-telecom,ADV_EFFECT,47,tel-007,Handle the telecom service_interruption for account tel-007.,least_effect_success,4d9ed2fa28149163
telecom_008:FULL:s13,telecom_008,telecom,tau2-bench-telecom,FULL,13,tel-008,Handle the telecom ticketing for account tel-008.,least_effect_success,2b7fa8f3c971258f
telecom_008:FULL:s47,telecom_008,telecom,tau2-bench-telecom,FULL,47,tel-008,Handle the telecom ticketing for account tel-008.,least_effect_success,2b7fa8f3c971258f
telecom_008:CONCAT:s13,telecom_008,telecom,tau2-bench-telecom,CONCAT,13,tel-008,Handle the telecom ticketing for account tel-008.,least_effect_success,2b7fa8f3c971258f
telecom_008:CONCAT:s47,telecom_008,telecom,tau2-bench-telecom,CONCAT,47,tel-008,Handle the telecom ticketing for account tel-008.,least_effect_success,2b7fa8f3c971258f
telecom_008:SHARDED:s13,telecom_008,telecom,tau2-bench-telecom,SHARDED,13,tel-008,Handle the telecom ticketing for account tel-008.,least_effect_success,2b7fa8f3c971258f
telecom_008:SHARDED:s47,telecom_008,telecom,tau2-bench-telecom,SHARDED,47,tel-008,Handle the telecom ticketing for account tel-008.,least_effect_success,2b7fa8f3c971258f
telecom_008:SNOWBALL:s13,telecom_008,telecom,tau2-bench-telecom,SNOWBALL,13,tel-008,Handle the telecom ticketing for account tel-008.,least_effect_success,2b7fa8f3c971258f
telecom_008:SNOWBALL:s47,telecom_008,telecom,tau2-bench-telecom,SNOWBALL,47,tel-008,Handle the telecom ticketing for account tel-008.,least_effect_success,2b7fa8f3c971258f
telecom_008:REVISE:s13,telecom_008,telecom,tau2-bench-telecom,REVISE,13,tel-008,Handle the telecom ticketing for account tel-008.,least_effect_success,2b7fa8f3c971258f
telecom_008:REVISE:s47,telecom_008,telecom,tau2-bench-telecom,REVISE,47,tel-008,Handle the telecom ticketing for account tel-008.,least_effect_success,2b7fa8f3c971258f
telecom_008:MEMORY_REVISE:s13,telecom_008,telecom,tau2-bench-telecom,MEMORY_REVISE,13,tel-008,Handle the telecom ticketing for account tel-008.,least_effect_success,2b7fa8f3c971258f
telecom_008:MEMORY_REVISE:s47,telecom_008,telecom,tau2-bench-telecom,MEMORY_REVISE,47,tel-008,Handle the telecom ticketing for account tel-008.,least_effect_success,2b7fa8f3c971258f
telecom_008:ADV_EFFECT:s13,telecom_008,telecom,tau2-bench-telecom,ADV_EFFECT,13,tel-008,Handle the telecom ticketing for account tel-008.,least_effect_success,2b7fa8f3c971258f
telecom_008:ADV_EFFECT:s47,telecom_008,telecom,tau2-bench-telecom,ADV_EFFECT,47,tel-008,Handle the telecom ticketing for account tel-008.,least_effect_success,2b7fa8f3c971258f
telecom_009:FULL:s13,telecom_009,telecom,tau2-bench-telecom,FULL,13,tel-009,Handle the telecom shared_agent_confirmation for account tel-009.,confirm_target_before_write,c207cb78b17b6928
telecom_009:FULL:s47,telecom_009,telecom,tau2-bench-telecom,FULL,47,tel-009,Handle the telecom shared_agent_confirmation for account tel-009.,confirm_target_before_write,c207cb78b17b6928
telecom_009:CONCAT:s13,telecom_009,telecom,tau2-bench-telecom,CONCAT,13,tel-009,Handle the telecom shared_agent_confirmation for account tel-009.,confirm_target_before_write,c207cb78b17b6928
telecom_009:CONCAT:s47,telecom_009,telecom,tau2-bench-telecom,CONCAT,47,tel-009,Handle the telecom shared_agent_confirmation for account tel-009.,confirm_target_before_write,c207cb78b17b6928
telecom_009:SHARDED:s13,telecom_009,telecom,tau2-bench-telecom,SHARDED,13,tel-009,Handle the telecom shared_agent_confirmation for account tel-009.,confirm_target_before_write,c207cb78b17b6928
telecom_009:SHARDED:s47,telecom_009,telecom,tau2-bench-telecom,SHARDED,47,tel-009,Handle the telecom shared_agent_confirmation for account tel-009.,confirm_target_before_write,c207cb78b17b6928
telecom_009:SNOWBALL:s13,telecom_009,telecom,tau2-bench-telecom,SNOWBALL,13,tel-009,Handle the telecom shared_agent_confirmation for account tel-009.,confirm_target_before_write,c207cb78b17b6928
telecom_009:SNOWBALL:s47,telecom_009,telecom,tau2-bench-telecom,SNOWBALL,47,tel-009,Handle the telecom shared_agent_confirmation for account tel-009.,confirm_target_before_write,c207cb78b17b6928
telecom_009:REVISE:s13,telecom_009,telecom,tau2-bench-telecom,REVISE,13,tel-009,Handle the telecom shared_agent_confirmation for account tel-009.,confirm_target_before_write,c207cb78b17b6928
telecom_009:REVISE:s47,telecom_009,telecom,tau2-bench-telecom,REVISE,47,tel-009,Handle the telecom shared_agent_confirmation for account tel-009.,confirm_target_before_write,c207cb78b17b6928
telecom_009:MEMORY_REVISE:s13,telecom_009,telecom,tau2-bench-telecom,MEMORY_REVISE,13,tel-009,Handle the telecom shared_agent_confirmation for account tel-009.,confirm_target_before_write,c207cb78b17b6928
